,MAG,Time,Lat,Lon,Depth,clID,eType
6637,3.0,1995-06-13T07:45:18.869961Z,41.6985,12.4225,13.2,0,0.0
6638,3.0,2016-10-30T16:50:23.869996Z,42.7442,13.1803,10.2,283,1.0
6639,3.0,2019-05-20T14:58:49.000023Z,38.9773,16.0488,17.0,0,0.0
6640,3.0,1995-06-14T13:21:22.580034Z,40.2347,16.035,6.9,0,0.0
6641,3.0,2016-10-30T16:11:34.919985Z,42.891,13.1987,8.3,283,1.0
6642,3.0,1995-06-24T08:15:55.609978Z,37.5552,14.1088,0.8,0,0.0
6643,3.0,2016-10-31T04:33:48.320035Z,42.7858,13.1762,9.1,283,1.0
6644,3.0,1994-12-28T05:14:36.370034Z,41.878,13.7098,9.2,0,0.0
6645,3.0,2018-12-29T23:36:21.000012Z,37.718,14.858,5.6,0,0.0
6646,3.0,2016-11-01T03:00:21.749993Z,42.9875,13.1503,8.4,283,1.0
6647,3.0,2016-11-02T05:52:36.219969Z,43.035,13.0518,8.5,283,1.0
6648,3.0,1994-06-21T05:56:49.909973Z,36.854,14.5688,13.0,0,0.0
6649,3.0,1991-05-13T10:46:22.420008Z,44.1493,9.8968,6.5,0,0.0
6650,3.0,2016-11-02T02:19:43.390014Z,42.9087,13.196,8.0,283,1.0
6651,3.0,2016-11-01T15:46:11.999972Z,42.8593,13.0428,9.7,283,1.0
6652,3.0,2016-11-01T14:54:19.259995Z,42.9813,13.1343,8.5,283,1.0
6653,3.0,2017-01-18T10:07:49.330010Z,42.5707,13.2987,10.6,283,1.0
6654,3.0,1994-07-19T18:43:25.160019Z,44.2397,12.2227,12.1,0,0.0
6655,3.0,1994-07-22T04:08:55.879961Z,44.2015,12.252,0.0,0,0.0
6656,3.0,2018-10-30T01:11:58.829974Z,37.7798,12.9633,10.1,0,0.0
6657,3.0,1991-12-12T10:16:15.000009Z,43.9802,11.4183,0.0,0,0.0
6658,3.0,1991-05-07T18:37:44.289981Z,40.2932,15.91,0.0,0,0.0
6659,3.0,2016-11-01T08:04:44.880041Z,42.8058,13.1123,10.6,283,1.0
6660,3.0,2016-11-01T07:56:39.389967Z,42.9842,13.1362,9.0,283,1.0
6661,3.0,1991-05-07T17:20:36.000008Z,43.8418,12.0518,7.6,0,0.0
6662,3.0,2016-11-01T05:43:27.699971Z,43.0018,13.1502,7.0,283,1.0
6663,3.0,2018-11-02T23:12:23.039968Z,41.9663,15.9473,27.8,0,0.0
6664,3.0,2017-01-18T10:25:13.620030Z,42.5375,13.2732,12.4,283,1.0
6665,3.0,2017-10-12T10:02:21.550013Z,38.1267,15.1953,6.4,0,0.0
6666,3.0,1994-06-14T04:22:09.830040Z,40.7012,15.6907,5.3,0,0.0
6667,3.0,2016-11-02T05:55:11.690027Z,42.6285,13.2202,11.1,283,1.0
6668,3.0,2016-11-02T08:35:51.439973Z,42.8913,13.1657,10.3,283,1.0
6669,3.0,2016-11-03T09:00:58.999972Z,42.9197,13.1513,8.5,283,1.0
6670,3.0,2016-11-03T18:39:36.029981Z,42.8033,13.1282,10.8,283,1.0
6671,3.0,1994-05-09T07:06:34.390022Z,40.364,15.6663,9.4,0,0.0
6672,3.0,1994-05-11T04:08:18.599998Z,42.7693,12.6315,0.1,0,0.0
6673,3.0,2016-11-03T14:12:54.319963Z,42.6383,13.2132,11.6,283,1.0
6674,3.0,1994-05-14T04:55:30.600016Z,43.4045,12.5295,11.1,0,0.0
6675,3.0,2016-11-03T12:05:44.450013Z,42.7123,13.275,11.6,283,1.0
6676,3.0,2018-09-28T06:26:33.139971Z,37.7513,15.1178,7.2,0,0.0
6677,3.0,1994-05-22T20:43:53.459960Z,42.817,13.1813,0.0,0,0.0
6678,3.0,1991-05-18T09:13:09.269960Z,43.6305,10.9803,8.3,0,0.0
6679,3.0,1991-05-14T15:30:44.500034Z,44.9093,11.2482,42.9,0,0.0
6680,3.0,2016-11-03T08:29:57.650040Z,42.7797,13.1463,10.0,283,1.0
6681,3.0,1993-05-31T20:08:07.049987Z,42.492,13.2353,9.9,0,0.0
6682,3.0,2016-11-03T01:08:19.080039Z,42.8535,13.0797,10.4,283,1.0
6683,3.0,2018-10-16T12:10:27.150038Z,42.8388,13.4718,10.5,283,1.0
6684,3.0,2017-10-15T14:16:22.639956Z,37.6668,12.7193,12.0,0,0.0
6685,3.0,2016-11-02T20:36:11.100036Z,42.8918,13.1948,7.9,283,1.0
6686,3.0,2016-11-02T16:56:51.400000Z,42.8933,13.15,8.9,283,1.0
6687,3.0,2016-11-02T16:12:09.500023Z,42.7055,13.226,9.5,283,1.0
6688,3.0,2016-11-01T03:40:47.090006Z,42.8968,13.0878,9.1,283,1.0
6689,3.0,1994-08-06T04:49:24.429995Z,42.7922,12.623,8.6,0,0.0
6690,3.0,2016-10-31T05:15:05.269967Z,42.8,13.1043,10.1,283,1.0
6691,3.0,2017-09-26T11:33:14.440030Z,44.2473,10.7617,10.3,0,0.0
6692,3.0,1991-03-20T12:47:25.759992Z,41.2073,14.649,10.0,0,0.0
6693,3.0,1991-03-09T14:43:00.899986Z,37.2777,15.3057,12.5,217,1.0
6694,3.0,1992-05-23T09:29:03.879970Z,40.4397,16.1888,7.4,0,0.0
6695,3.0,2016-10-31T11:25:34.879990Z,42.7952,13.1097,9.3,283,1.0
6696,3.0,2018-12-24T21:22:55.000015Z,37.712,15.017,1.3,219,1.0
6697,3.0,1994-10-26T14:50:15.920016Z,41.5617,15.4558,0.0,0,0.0
6698,3.0,2018-12-25T04:03:52.000016Z,37.707,15.022,2.7,219,1.0
6699,3.0,2017-09-21T15:15:02.000016Z,41.8512,16.02,27.0,0,0.0
