,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr
150,4431,4.9,38.8894,35.5287,2.0,2008-11-12T14:03:17.419995Z,5,14,5,14,1.3,-999.0,1.65566925049,1.0,-999.0,0.488389301843,1,1,8,4,8,4
151,4445,5.1,39.1323,29.0536,15.5,2009-02-17T05:28:21.570034Z,1,39,2,39,1.1,1.45386135573,1.98699488959,1.9,-999.0,inf,1,1,20,1,20,1
152,4468,5.1,35.6628,26.3454,52.1,2009-01-13T06:12:45.249983Z,1,3,1,3,2.0,-999.0,0.573946673912,2.2,-999.0,inf,1,1,1,0,1,0
153,4469,5.1,40.3781,25.7925,8.0,2008-12-28T22:58:59.439962Z,1,23,1,23,1.6,-999.0,0.457844928154,1.9,-999.0,inf,1,1,10,1,10,1
154,4495,6.4,35.9232,27.804,64.9,2008-07-15T03:26:36.550000Z,0,36,0,38,1.6,1.50332705274,0.697025227247,-999.0,-999.0,-999.0,1,1,1,0,1,0
155,4504,6.0,38.7884,40.044,12.2,2010-03-08T02:32:35.039993Z,13,133,18,138,0.4,1.02504287654,2.34705465767,2.0,-999.0,0.326270530111,2,2,13,1,13,1
156,4520,6.0,42.5066,43.5153,16.8,2009-09-07T22:49:29.880015Z,6,89,16,120,1.5,0.448661739865,1.56327278917,0.1,-999.0,84.2658282616,2,2,51,6,62,8
157,4562,4.9,40.2478,28.0145,1.7,2006-10-20T18:15:24.979996Z,0,11,0,11,1.6,-999.0,0.491116851618,-999.0,-999.0,-999.0,1,1,2,0,2,0
158,4563,4.9,40.4758,29.0356,14.1,2006-10-24T14:00:22.740023Z,0,8,0,8,0.8,-999.0,0.851516659281,-999.0,-999.0,-999.0,1,1,3,0,3,0
159,4577,4.9,38.6775,40.1303,9.0,2007-01-26T08:20:37.839980Z,3,16,4,16,0.8,-999.0,0.803504264374,1.0,-999.0,0.106092296939,1,1,13,2,13,2
160,4579,5.2,39.5999,42.8945,8.8,2007-01-21T07:38:59.130037Z,8,27,10,27,1.5,-999.0,1.33507364481,1.4,-999.0,0.212578441698,1,1,13,6,13,8
161,4581,4.9,38.0911,28.7981,9.1,2007-01-23T21:21:58.709977Z,3,27,3,27,1.1,-999.0,1.90920379041,1.8,-999.0,0.39912334526,1,1,14,2,14,2
162,4638,5.8,38.1139,26.728,10.0,2005-10-20T21:40:02.090039Z,226,663,251,784,0.9,1.54514215992,11.3054637235,0.0,1.00564091096,8.39575482437,3,3,36,31,41,35
163,4712,5.6,39.4392,33.109,10.8,2007-12-26T23:47:11.430009Z,97,184,103,246,0.9,1.72220225582,3.12312608701,0.0,1.44022443571,6.31451749084,2,2,8,6,11,7
164,4724,5.7,35.1106,27.0654,12.0,2007-09-23T00:54:29.480023Z,5,43,64,43,1.2,0.904342020428,0.74055455081,1.0,-999.0,0.16891227851,0,1,7,2,7,18
165,4739,5.1,36.9158,29.3274,36.9,2007-10-29T09:23:19.289986Z,6,113,6,554,0.0,1.20726387343,1.90131034365,1.9,-999.0,0.296265641874,4,2,69,4,235,4
166,4760,5.6,38.3401,39.3354,4.8,2007-02-21T11:05:28.580036Z,30,130,34,134,0.8,1.38039810874,2.23201377837,0.3,-999.0,0.673527054214,2,2,9,7,9,9
167,4766,5.0,37.9402,30.9643,18.6,2007-04-10T22:00:36.809976Z,87,57,87,57,1.0,1.35642660101,1.17511670339,0.2,1.49638098715,7.76476890433,0,0,45,47,45,47
168,4783,5.2,38.7732,25.7058,13.1,2007-11-09T01:43:05.130020Z,1,25,12,25,0.4,-999.0,1.41035949009,2.2,-999.0,inf,0,0,12,0,12,6
169,4793,5.3,39.2683,41.139,7.4,2007-08-25T22:05:49.370009Z,2,7,4,7,2.1,-999.0,1.23656884932,2.2,-999.0,111.455831482,1,1,0,0,0,0
